"uri"	"name"	"definition"	"alternative term"
fac19f83-e85e-4512-8667-61c6cdee62ec	JUE MING ZI	Senna obtusifolia	
fac19f83-e85e-4512-8667-61c6cdee62ec	JUE MING ZI (SENNA OBTUSIFOLIA)	Senna obtusifolia	
fac19f83-e85e-4512-8667-61c6cdee62ec	JUEMINGZI (SENNA OBTUSIFOLIA)	Senna obtusifolia	
fac19f83-e85e-4512-8667-61c6cdee62ec	LOW SENNA SEED	Senna obtusifolia	
fac19f83-e85e-4512-8667-61c6cdee62ec	MATAPASTO SEED	Senna obtusifolia	
fac19f83-e85e-4512-8667-61c6cdee62ec	PISTACHE MARRON SEED	Senna obtusifolia	
fac19f83-e85e-4512-8667-61c6cdee62ec	REALIZED BRIGHTNESS SEED (SENNA OBTUSIFOLIA)	Senna obtusifolia	
fac19f83-e85e-4512-8667-61c6cdee62ec	SENNA OBTUSIFOLIA SEED	Senna obtusifolia	
fac19f83-e85e-4512-8667-61c6cdee62ec	SENNA OBTUSIFOLIA SEED [WHO-DD]	Senna obtusifolia	
fac19f83-e85e-4512-8667-61c6cdee62ec	SENNA TOROIDES SEED	Senna obtusifolia	
fac19f83-e85e-4512-8667-61c6cdee62ec	SICKLE-POD SENNA SEED	Senna obtusifolia	
fac19f83-e85e-4512-8667-61c6cdee62ec	TAPERIVA SEED	Senna obtusifolia	
fb56df44-57b7-4ce3-82d2-702e6b2a31e4	CONYZA RUPESTRIS WHOLE	Phagnalon kotschyi	
fb56df44-57b7-4ce3-82d2-702e6b2a31e4	GNAPHALON CALYCINUM WHOLE	Phagnalon kotschyi	
fb56df44-57b7-4ce3-82d2-702e6b2a31e4	GNAPHALON RUPESTRE WHOLE	Phagnalon kotschyi	
fb56df44-57b7-4ce3-82d2-702e6b2a31e4	PHAGNALON RUPESTRE (L.) DC.	Phagnalon kotschyi	
fb56df44-57b7-4ce3-82d2-702e6b2a31e4	PHAGNALON RUPESTRE WHOLE	Phagnalon kotschyi	
fb56df44-57b7-4ce3-82d2-702e6b2a31e4	PHAGNALON SPATHULATUM WHOLE	Phagnalon kotschyi	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	CORN POPPY WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	FIELD POPPY [HOC]	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	FIELD POPPY WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	FLANDERS POPPY WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER AGRIVAGUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER ARVATICUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER ARVENSE WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER ATROPURPUREUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER CEREALE WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER CHANCELIAE WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER COMMUTATUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER CRUCIATUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER DODONEI WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER ERRATICUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER FUCHSII WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER GUERLEKENSE WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER INSIGNITUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER INTERMEDIUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER RHOEAS L.	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER RHOEAS [WHO-DD]	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER RHOEAS WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER ROUBIAEI WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER RUSTICUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER SEGETALE WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER STRIGOSUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER SYRIACUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER TENUISSIMUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER TRILOBUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER TUMIDULUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	PAPAVER UMBROSUM WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	RED POPPY WHOLE	Papaver rhoeas	
fc6ba6e4-306c-4d44-af85-b7ff7c015bbd	SHIRLEY'S POPPY WHOLE	Papaver rhoeas	
fc6d434a-1675-460e-bc83-993701d434af	PHASEOLUS ACUTIFOLIUS A.GRAY	Asparagus acutifolius	
fc6d434a-1675-460e-bc83-993701d434af	PHASEOLUS ACUTIFOLIUS WHOLE	Asparagus acutifolius	
fc6d434a-1675-460e-bc83-993701d434af	TEPARY BEAN WHOLE	Asparagus acutifolius	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA ALBICAULIS FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA ALPICOLA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA AMBIGUA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA ANGUSTISSIMA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA ARENICOLA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA ASPLENIIFOLIA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA BICOLOR FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA BOREALIS FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA CALIFORNICA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA CERETANICA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA COMPACTA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA CORONOPIFOLIA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA CRASSIFOLIA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA ERADIATA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA FUSCA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA GIGANTEA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA HAENKEANA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA LAXIFLORA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA MAGNA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA MEGACEPHALA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA MILLEFOLIUM FLOWER HEAD OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA MILLEFOLIUM FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA MILLEFOLIUM OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA MILLEFOLIUM OIL [INCI]	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA MILLEFOLIUM VOLATILE OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA NABELEKII FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA OCCIDENTALIS FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA OSSICA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA PACIFICA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA PALMERI FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA PECTEN-VENERIS FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA PRATENSIS FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA PSEUDOTANACETIFOLIA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA PUBERULA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA SETACEA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA SORDIDA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA SUBALPINA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA SUBHIRSUTA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA SUBMELLIFOLIUM FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA SYLVATICA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA TENUIS FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA TOMENTOSA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ACHILLEA VOLATILE OIL [MI]	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ALCHEMILLA MAGNA FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ALITUBUS MILLEFOLIUM FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	ALITUBUS TOMENTOSUS FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	BLOODWORT FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	CARPENTER'S WEED FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	CHAMAEMELUM MILLEFOLIUM FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	CHAMAEMELUM TANACETIFOLIUM FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	COMMON YARROW FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	DEVIL'S NETTLE FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	FEMA NO. 3117	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	MILFOIL FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	NOSEBLEED PLANT FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	SOLDIER'S WOUNDWORT FLOWER OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	YARROW OIL	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	YARROW OIL GREECE	Achillea millefolium	
fd6f5e8d-1483-4abf-9ea2-1358c6546bbf	YARROW OIL HUNGARY	Achillea millefolium	
fd881f44-f5ea-4299-88b7-5c85977c138f	BARBERRY BARK	Berberis vulgaris	
fd881f44-f5ea-4299-88b7-5c85977c138f	BARBERRY BARK [MI]	Berberis vulgaris	
fd881f44-f5ea-4299-88b7-5c85977c138f	BARBERRY ROOT BARK	Berberis vulgaris	
fd881f44-f5ea-4299-88b7-5c85977c138f	BERBERIS VULGARIS	Berberis vulgaris	
fd881f44-f5ea-4299-88b7-5c85977c138f	BERBERIS VULGARIS [HPUS]	Berberis vulgaris	
fd881f44-f5ea-4299-88b7-5c85977c138f	BERBERIS VULGARIS ROOT BARK	Berberis vulgaris	
fd881f44-f5ea-4299-88b7-5c85977c138f	BERBERIS VULGARIS ROOT BARK [WHO-DD]	Berberis vulgaris	
fd881f44-f5ea-4299-88b7-5c85977c138f	BERBERIS VULGARIS [WHO-DD]	Berberis vulgaris	
fd881f44-f5ea-4299-88b7-5c85977c138f	COMMON BARBERRY ROOT BARK	Berberis vulgaris	
fd881f44-f5ea-4299-88b7-5c85977c138f	EUROPEAN BARBERRY ROOT BARK	Berberis vulgaris	
fdd2f641-9665-4bcc-915c-e019d961f23c	ALBIZIA LONGIPES WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	CARO CARO WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	CONACASTE WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	DEVIL'S EAR WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	EARPOD TREE WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	ELEPHANT EAR TREE WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	ENTEROLOBIUM CYCLOCARPA WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	ENTEROLOBIUM CYCLOCARPUM (JACQ.) GRISEB.	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	ENTEROLOBIUM CYCLOCARPUM WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	FEUILLEEA CYCLOCARPA WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	GUANACASTLE WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	HUANACAXTLE WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	INGA CYCLOCARPA WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	MIMOSA CYCLOCARPA WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	MIMOSA PAROTA WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	MONKEYSOAP [HOC]	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	MONKEYSOAP WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	OREJON WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	PAROTA WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	PITHECELLOBIUM CYCLOCARPUM WHOLE	Enterolobium cyclocarpum	
fdd2f641-9665-4bcc-915c-e019d961f23c	PROSOPIS DUBIA WHOLE	Enterolobium cyclocarpum	
fde07618-98de-4d01-be09-7a02233dfb20	AMERICAN LOVAGE LEAF	Levisticum officinale	
fde07618-98de-4d01-be09-7a02233dfb20	FEMA NO. 2649	Levisticum officinale	
fde07618-98de-4d01-be09-7a02233dfb20	GARDEN LOVAGE LEAF	Levisticum officinale	
fde07618-98de-4d01-be09-7a02233dfb20	HIPPOSELINUM LEVISTICUM LEAF	Levisticum officinale	
fde07618-98de-4d01-be09-7a02233dfb20	LEVISTICUM	Levisticum officinale	
fde07618-98de-4d01-be09-7a02233dfb20	LEVISTICUM OFFICINALE LEAF	Levisticum officinale	
fde07618-98de-4d01-be09-7a02233dfb20	LEVISTICUM PALUDAPIFOLIUM LEAF	Levisticum officinale	
fde07618-98de-4d01-be09-7a02233dfb20	LOVAGE LEAF	Levisticum officinale	
fdedb93e-2619-45b8-b577-59ceb53d6e29	ARTEMISIA AETHIOPICA WHOLE	Artemisia herba	
fdedb93e-2619-45b8-b577-59ceb53d6e29	ARTEMISIA ARAGONENSIS WHOLE	Artemisia herba	
fdedb93e-2619-45b8-b577-59ceb53d6e29	ARTEMISIA HERBA-ALBA ASSO	Artemisia herba	
fdedb93e-2619-45b8-b577-59ceb53d6e29	ARTEMISIA HERBA-ALBA WHOLE	Artemisia herba	
fdedb93e-2619-45b8-b577-59ceb53d6e29	ARTEMISIA LIPPII WHOLE	Artemisia herba	
fdedb93e-2619-45b8-b577-59ceb53d6e29	ARTEMISIA ONTINA WHOLE	Artemisia herba	
fdedb93e-2619-45b8-b577-59ceb53d6e29	SERIPHIDIUM HERBA-ALBA WHOLE	Artemisia herba	
fdedb93e-2619-45b8-b577-59ceb53d6e29	WHITE WORMWOOD WHOLE	Artemisia herba	
fe1f493d-8417-4235-b20e-27db0223a921	ARKANSAS ROSE ROOT	Quercus arkansana	
fe1f493d-8417-4235-b20e-27db0223a921	PRAIRIE ROSE ROOT	Quercus arkansana	
fe1f493d-8417-4235-b20e-27db0223a921	PRAIRIE WILDROSE ROOT	Quercus arkansana	
fe1f493d-8417-4235-b20e-27db0223a921	ROSA ARKANSANA ROOT	Quercus arkansana	
fe1f493d-8417-4235-b20e-27db0223a921	WILD ROSE ROOT	Quercus arkansana	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	CONDALIA DIVARICATA WHOLE	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	CONDALIA LYCIOIDES WHOLE	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	CONDALIA OBTUSIFOLIA WHOLE	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	CONDALIA RIGIDA WHOLE	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	CONDALIOPSIS LYCIOIDES WHOLE	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	CONDALIOPSIS OBTUSIFOLIA WHOLE	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	CONDALIOPSIS RIGIDA WHOLE	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	GRAYTHORN WHOLE	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	LOTE BUSH WHOLE	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	LOTEBUSH WHOLE	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	RHAMNUS OBTUSIFOLIA WHOLE	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	SARCOMPHALUS OBTUSIFOLIUS (HOOK. EX TORR. & A.GRAY) HAUENSCHILD	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	SARCOMPHALUS OBTUSIFOLIUS WHOLE	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	ZIZIPHUS DIVARICATA WHOLE	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	ZIZIPHUS LYCIOIDES WHOLE	Rhamnus lycioides	
fe5fb399-aacd-40b7-ba9f-813f5aef520b	ZIZIPHUS OBTUSIFOLIA WHOLE	Rhamnus lycioides	
fe61887d-b3a1-4513-9751-ec3302c48ced	ATKINSON'S TICKSEED WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	BIDENS TINCTORIA WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	CALLIOPSIS ATKINSONIANA WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	CALLIOPSIS ATROPURPUREA WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	CALLIOPSIS BICOLOR WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	CALLIOPSIS CARDAMINEFOLIA WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	CALLIOPSIS TINCTORIA WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	COREOPSIS ATKINSONIANA WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	COREOPSIS BICOLOR WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	COREOPSIS CARDAMINEFOLIA WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	COREOPSIS GRACILIS WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	COREOPSIS SIMILIS WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	COREOPSIS STENOPHYLLA WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	COREOPSIS TINCTORIA NUTT.	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	COREOPSIS TINCTORIA WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	DIPLOSASTERA TINCTORIA WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	GOLDEN TICKSEED WHOLE	Coreopsis major	
fe61887d-b3a1-4513-9751-ec3302c48ced	PLAINS COREOPSIS WHOLE	Coreopsis major	
fe748382-dba3-4658-9fec-44aa0819b648	COMMON WATER HYACINTH WHOLE	Eichhornia crassipes	
fe748382-dba3-4658-9fec-44aa0819b648	COMMON WATER-HYACINTH WHOLE	Eichhornia crassipes	
fe748382-dba3-4658-9fec-44aa0819b648	EICHHORNIA CRASSICAULIS WHOLE	Eichhornia crassipes	
fe748382-dba3-4658-9fec-44aa0819b648	EICHHORNIA CRASSIPES (MART.) SOLMS	Eichhornia crassipes	
fe748382-dba3-4658-9fec-44aa0819b648	EICHHORNIA CRASSIPES [WHO-DD]	Eichhornia crassipes	
fe748382-dba3-4658-9fec-44aa0819b648	EICHHORNIA CRASSIPES WHOLE	Eichhornia crassipes	
fe748382-dba3-4658-9fec-44aa0819b648	FLOATING WATER HYACINTH WHOLE	Eichhornia crassipes	
fe748382-dba3-4658-9fec-44aa0819b648	FLOATING WATERHYACINTH WHOLE	Eichhornia crassipes	
fe748382-dba3-4658-9fec-44aa0819b648	HETERANTHERA FORMOSA WHOLE	Eichhornia crassipes	
fe748382-dba3-4658-9fec-44aa0819b648	PIAROPUS CRASSIPES WHOLE	Eichhornia crassipes	
fe748382-dba3-4658-9fec-44aa0819b648	PIAROPUS MESOMELAS WHOLE	Eichhornia crassipes	
fe748382-dba3-4658-9fec-44aa0819b648	PONTEDERIA CRASSICAULIS WHOLE	Eichhornia crassipes	
fe748382-dba3-4658-9fec-44aa0819b648	PONTEDERIA CRASSIPES WHOLE	Eichhornia crassipes	
fe748382-dba3-4658-9fec-44aa0819b648	PONTEDERIA ELONGATA WHOLE	Eichhornia crassipes	
fe748382-dba3-4658-9fec-44aa0819b648	WATER HYACINTH WHOLE	Eichhornia crassipes	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	CHIMAPHILA CYMOSA WHOLE	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	CHIMAPHILA UMBELLATA	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	CHIMAPHILA UMBELLATA [HPUS]	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	CHIMAPHILA UMBELLATA (L.) W. BARTRAM	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	CHIMAPHILA UMBELLATA (L.) W.P.C.BARTON	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	CHIMAPHILA UMBELLATA [WHO-DD]	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	CHIMAPHILA UMBELLATA WHOLE	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	COMMON PIPSISSEWA WHOLE	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	GROUND HOLLY WHOLE	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	PIPSISEWA WHOLE	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	PIPSISSEWA (CHIMAPHILA UMBELLATA) [HOC]	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	PIPSISSEWA WHOLE	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	PRINCE'S PINE WHOLE	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	PYROLA CORYMBOSA WHOLE	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	PYROLA FRUTESCENS WHOLE	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	PYROLA UMBELLATA WHOLE	Chimaphila umbellata	
fe7c3af9-3a3b-49f2-b922-43dcabda624b	SAN XING XI DONG CAO WHOLE	Chimaphila umbellata	
fed54d4e-8230-4fe1-a186-0917121bab30	BEE BALM OIL	Melissa officinalis	
fed54d4e-8230-4fe1-a186-0917121bab30	COMMON BALM OIL	Melissa officinalis	
fed54d4e-8230-4fe1-a186-0917121bab30	LEMON BALM OIL	Melissa officinalis	
fed54d4e-8230-4fe1-a186-0917121bab30	MELISSA BALM OIL	Melissa officinalis	
fed54d4e-8230-4fe1-a186-0917121bab30	MELISSA OFFICINALIS SEED OIL	Melissa officinalis	
fed54d4e-8230-4fe1-a186-0917121bab30	MELISSA OFFICINALIS SEED OIL [INCI]	Melissa officinalis	
